# NWS county table for the weather alert picker. Generated by cmd/wxzoneseed.
# SAME|UGC|Name|State|WFO   see internal/wxzones/seed/README.md
# Captured 2026-08-23 from https://api.weather.gov/zones?type=county
039033|OHC033|Crawford|OH|CLE
039035|OHC035|Cuyahoga|OH|CLE
039037|OHC037|Darke|OH|ILN
039039|OHC039|Defiance|OH|IWX
039041|OHC041|Delaware|OH|ILN
039043|OHC043|Erie|OH|CLE
039045|OHC045|Fairfield|OH|ILN
039047|OHC047|Fayette|OH|ILN
039049|OHC049|Franklin|OH|ILN
039051|OHC051|Fulton|OH|IWX
039053|OHC053|Gallia|OH|RLX
039055|OHC055|Geauga|OH|CLE
039057|OHC057|Greene|OH|ILN
039059|OHC059|Guernsey|OH|PBZ
039061|OHC061|Hamilton|OH|ILN
039063|OHC063|Hancock|OH|CLE
039065|OHC065|Hardin|OH|ILN
039067|OHC067|Harrison|OH|PBZ
039069|OHC069|Henry|OH|IWX
039071|OHC071|Highland|OH|ILN
039073|OHC073|Hocking|OH|ILN
039075|OHC075|Holmes|OH|CLE
039077|OHC077|Huron|OH|CLE
039079|OHC079|Jackson|OH|RLX
039081|OHC081|Jefferson|OH|PBZ
039083|OHC083|Knox|OH|CLE
039085|OHC085|Lake|OH|CLE
039087|OHC087|Lawrence|OH|RLX
039089|OHC089|Licking|OH|ILN
039091|OHC091|Logan|OH|ILN
039093|OHC093|Lorain|OH|CLE
039095|OHC095|Lucas|OH|CLE
039097|OHC097|Madison|OH|ILN
039099|OHC099|Mahoning|OH|CLE
039101|OHC101|Marion|OH|CLE
039103|OHC103|Medina|OH|CLE
039105|OHC105|Meigs|OH|RLX
039107|OHC107|Mercer|OH|ILN
039109|OHC109|Miami|OH|ILN
039111|OHC111|Monroe|OH|PBZ
039113|OHC113|Montgomery|OH|ILN
039115|OHC115|Morgan|OH|RLX
039117|OHC117|Morrow|OH|CLE
039119|OHC119|Muskingum|OH|PBZ
039121|OHC121|Noble|OH|PBZ
039123|OHC123|Ottawa|OH|CLE
039125|OHC125|Paulding|OH|IWX
039127|OHC127|Perry|OH|RLX
039129|OHC129|Pickaway|OH|ILN
039131|OHC131|Pike|OH|ILN
039133|OHC133|Portage|OH|CLE
039135|OHC135|Preble|OH|ILN
039137|OHC137|Putnam|OH|IWX
039139|OHC139|Richland|OH|CLE
039141|OHC141|Ross|OH|ILN
039143|OHC143|Sandusky|OH|CLE
039145|OHC145|Scioto|OH|ILN
039147|OHC147|Seneca|OH|CLE
039149|OHC149|Shelby|OH|ILN
039151|OHC151|Stark|OH|CLE
039153|OHC153|Summit|OH|CLE
039155|OHC155|Trumbull|OH|CLE
039157|OHC157|Tuscarawas|OH|PBZ
039159|OHC159|Union|OH|ILN
039161|OHC161|Van Wert|OH|IWX
039163|OHC163|Vinton|OH|RLX
039165|OHC165|Warren|OH|ILN
039167|OHC167|Washington|OH|RLX
039169|OHC169|Wayne|OH|CLE
039171|OHC171|Williams|OH|IWX
039173|OHC173|Wood|OH|CLE
039175|OHC175|Wyandot|OH|CLE
040001|OKC001|Adair|OK|TSA
040003|OKC003|Alfalfa|OK|OUN
040005|OKC005|Atoka|OK|OUN
040007|OKC007|Beaver|OK|AMA
040009|OKC009|Beckham|OK|OUN
040011|OKC011|Blaine|OK|OUN
040013|OKC013|Bryan|OK|OUN
040015|OKC015|Caddo|OK|OUN
040017|OKC017|Canadian|OK|OUN
040019|OKC019|Carter|OK|OUN
040021|OKC021|Cherokee|OK|TSA
040023|OKC023|Choctaw|OK|TSA
040025|OKC025|Cimarron|OK|AMA
040027|OKC027|Cleveland|OK|OUN
040029|OKC029|Coal|OK|OUN
040031|OKC031|Comanche|OK|OUN
040033|OKC033|Cotton|OK|OUN
040035|OKC035|Craig|OK|TSA
040037|OKC037|Creek|OK|TSA
040039|OKC039|Custer|OK|OUN
040041|OKC041|Delaware|OK|TSA
040043|OKC043|Dewey|OK|OUN
040045|OKC045|Ellis|OK|OUN
040047|OKC047|Garfield|OK|OUN
040049|OKC049|Garvin|OK|OUN
040051|OKC051|Grady|OK|OUN
040053|OKC053|Grant|OK|OUN
040055|OKC055|Greer|OK|OUN
040057|OKC057|Harmon|OK|OUN
040059|OKC059|Harper|OK|OUN
040061|OKC061|Haskell|OK|TSA
040063|OKC063|Hughes|OK|OUN
040065|OKC065|Jackson|OK|OUN
040067|OKC067|Jefferson|OK|OUN
040069|OKC069|Johnston|OK|OUN
040071|OKC071|Kay|OK|OUN
040073|OKC073|Kingfisher|OK|OUN
040075|OKC075|Kiowa|OK|OUN
040077|OKC077|Latimer|OK|TSA
040079|OKC079|Le Flore|OK|TSA
040081|OKC081|Lincoln|OK|OUN
040083|OKC083|Logan|OK|OUN
040085|OKC085|Love|OK|OUN
040087|OKC087|McClain|OK|OUN
040089|OKC089|McCurtain|OK|SHV
040091|OKC091|McIntosh|OK|TSA
040093|OKC093|Major|OK|OUN
040095|OKC095|Marshall|OK|OUN
040097|OKC097|Mayes|OK|TSA
040099|OKC099|Murray|OK|OUN
040101|OKC101|Muskogee|OK|TSA
040103|OKC103|Noble|OK|OUN
040105|OKC105|Nowata|OK|TSA
040107|OKC107|Okfuskee|OK|TSA
040109|OKC109|Oklahoma|OK|OUN
040111|OKC111|Okmulgee|OK|TSA
040113|OKC113|Osage|OK|TSA
040115|OKC115|Ottawa|OK|TSA
040117|OKC117|Pawnee|OK|TSA
040119|OKC119|Payne|OK|OUN
040121|OKC121|Pittsburg|OK|TSA
040123|OKC123|Pontotoc|OK|OUN
040125|OKC125|Pottawatomie|OK|OUN
040127|OKC127|Pushmataha|OK|TSA
040129|OKC129|Roger Mills|OK|OUN
040131|OKC131|Rogers|OK|TSA
040133|OKC133|Seminole|OK|OUN
040135|OKC135|Sequoyah|OK|TSA
040137|OKC137|Stephens|OK|OUN
040139|OKC139|Texas|OK|AMA
040141|OKC141|Tillman|OK|OUN
040143|OKC143|Tulsa|OK|TSA
040145|OKC145|Wagoner|OK|TSA
040147|OKC147|Washington|OK|TSA
040149|OKC149|Washita|OK|OUN
040151|OKC151|Woods|OK|OUN
040153|OKC153|Woodward|OK|OUN
041001|ORC001|Baker|OR|BOI
041003|ORC003|Benton|OR|PQR
041005|ORC005|Clackamas|OR|PQR
041007|ORC007|Clatsop|OR|PQR
041009|ORC009|Columbia|OR|PQR
041011|ORC011|Coos|OR|MFR
041013|ORC013|Crook|OR|PDT
041015|ORC015|Curry|OR|MFR
041017|ORC017|Deschutes|OR|PDT
041019|ORC019|Douglas|OR|MFR
041021|ORC021|Gilliam|OR|PDT
041023|ORC023|Grant|OR|PDT
041025|ORC025|Harney|OR|BOI
041027|ORC027|Hood River|OR|PQR
041029|ORC029|Jackson|OR|MFR
041031|ORC031|Jefferson|OR|PDT
041033|ORC033|Josephine|OR|MFR
041035|ORC035|Klamath|OR|MFR
041037|ORC037|Lake|OR|MFR
041039|ORC039|Lane|OR|PQR
041041|ORC041|Lincoln|OR|PQR
041043|ORC043|Linn|OR|PQR
041045|ORC045|Malheur|OR|BOI
041047|ORC047|Marion|OR|PQR
041049|ORC049|Morrow|OR|PDT
041051|ORC051|Multnomah|OR|PQR
041053|ORC053|Polk|OR|PQR
041055|ORC055|Sherman|OR|PDT
041057|ORC057|Tillamook|OR|PQR
041059|ORC059|Umatilla|OR|PDT
041061|ORC061|Union|OR|PDT
041063|ORC063|Wallowa|OR|PDT
041065|ORC065|Wasco|OR|PDT
041067|ORC067|Washington|OR|PQR
041069|ORC069|Wheeler|OR|PDT
041071|ORC071|Yamhill|OR|PQR
042001|PAC001|Adams|PA|CTP
042003|PAC003|Allegheny|PA|PBZ
042005|PAC005|Armstrong|PA|PBZ
042007|PAC007|Beaver|PA|PBZ
042009|PAC009|Bedford|PA|CTP
042011|PAC011|Berks|PA|PHI
042013|PAC013|Blair|PA|CTP
042015|PAC015|Bradford|PA|BGM
042017|PAC017|Bucks|PA|PHI
042019|PAC019|Butler|PA|PBZ
042021|PAC021|Cambria|PA|CTP
042023|PAC023|Cameron|PA|CTP
042025|PAC025|Carbon|PA|PHI
042027|PAC027|Centre|PA|CTP
042029|PAC029|Chester|PA|PHI
042031|PAC031|Clarion|PA|PBZ
042033|PAC033|Clearfield|PA|CTP
042035|PAC035|Clinton|PA|CTP
042037|PAC037|Columbia|PA|CTP
042039|PAC039|Crawford|PA|CLE
042041|PAC041|Cumberland|PA|CTP
042043|PAC043|Dauphin|PA|CTP
042045|PAC045|Delaware|PA|PHI
042047|PAC047|Elk|PA|CTP
042049|PAC049|Erie|PA|CLE
042051|PAC051|Fayette|PA|PBZ
042053|PAC053|Forest|PA|PBZ
042055|PAC055|Franklin|PA|CTP
042057|PAC057|Fulton|PA|CTP
042059|PAC059|Greene|PA|PBZ
042061|PAC061|Huntingdon|PA|CTP
042063|PAC063|Indiana|PA|PBZ
042065|PAC065|Jefferson|PA|PBZ
042067|PAC067|Juniata|PA|CTP
042069|PAC069|Lackawanna|PA|BGM
042071|PAC071|Lancaster|PA|CTP
042073|PAC073|Lawrence|PA|PBZ
042075|PAC075|Lebanon|PA|CTP
042077|PAC077|Lehigh|PA|PHI
042079|PAC079|Luzerne|PA|BGM
042081|PAC081|Lycoming|PA|CTP
042083|PAC083|McKean|PA|CTP
042085|PAC085|Mercer|PA|PBZ
042087|PAC087|Mifflin|PA|CTP
042089|PAC089|Monroe|PA|PHI
042091|PAC091|Montgomery|PA|PHI
042093|PAC093|Montour|PA|CTP
042095|PAC095|Northampton|PA|PHI
042097|PAC097|Northumberland|PA|CTP
042099|PAC099|Perry|PA|CTP
042101|PAC101|Philadelphia|PA|PHI
042103|PAC103|Pike|PA|BGM
042105|PAC105|Potter|PA|CTP
042107|PAC107|Schuylkill|PA|CTP
042109|PAC109|Snyder|PA|CTP
042111|PAC111|Somerset|PA|CTP
042113|PAC113|Sullivan|PA|CTP
042115|PAC115|Susquehanna|PA|BGM
042117|PAC117|Tioga|PA|CTP
042119|PAC119|Union|PA|CTP
042121|PAC121|Venango|PA|PBZ
042123|PAC123|Warren|PA|CTP
042125|PAC125|Washington|PA|PBZ
042127|PAC127|Wayne|PA|BGM
042129|PAC129|Westmoreland|PA|PBZ
042131|PAC131|Wyoming|PA|BGM
042133|PAC133|York|PA|CTP
044001|RIC001|Bristol|RI|BOX
044003|RIC003|Kent|RI|BOX
044005|RIC005|Newport|RI|BOX
044007|RIC007|Providence|RI|BOX
044009|RIC009|Washington|RI|BOX
045001|SCC001|Abbeville|SC|GSP
045003|SCC003|Aiken|SC|CAE
045005|SCC005|Allendale|SC|CHS
045007|SCC007|Anderson|SC|GSP
045009|SCC009|Bamberg|SC|CAE
045011|SCC011|Barnwell|SC|CAE
045013|SCC013|Beaufort|SC|CHS
045015|SCC015|Berkeley|SC|CHS
045017|SCC017|Calhoun|SC|CAE
045019|SCC019|Charleston|SC|CHS
045021|SCC021|Cherokee|SC|GSP
045023|SCC023|Chester|SC|GSP
045025|SCC025|Chesterfield|SC|CAE
045027|SCC027|Clarendon|SC|CAE
045029|SCC029|Colleton|SC|CHS
045031|SCC031|Darlington|SC|ILM
045033|SCC033|Dillon|SC|ILM
045035|SCC035|Dorchester|SC|CHS
045037|SCC037|Edgefield|SC|CAE
045039|SCC039|Fairfield|SC|CAE
045041|SCC041|Florence|SC|ILM
045043|SCC043|Georgetown|SC|ILM
045045|SCC045|Greenville|SC|GSP
045047|SCC047|Greenwood|SC|GSP
045049|SCC049|Hampton|SC|CHS
045051|SCC051|Horry|SC|ILM
045053|SCC053|Jasper|SC|CHS
045055|SCC055|Kershaw|SC|CAE
045057|SCC057|Lancaster|SC|CAE
045059|SCC059|Laurens|SC|GSP
045061|SCC061|Lee|SC|CAE
045063|SCC063|Lexington|SC|CAE
045065|SCC065|McCormick|SC|CAE
045067|SCC067|Marion|SC|ILM
045069|SCC069|Marlboro|SC|ILM
045071|SCC071|Newberry|SC|CAE
045073|SCC073|Oconee|SC|GSP
045075|SCC075|Orangeburg|SC|CAE
045077|SCC077|Pickens|SC|GSP
045079|SCC079|Richland|SC|CAE
045081|SCC081|Saluda|SC|CAE
045083|SCC083|Spartanburg|SC|GSP
045085|SCC085|Sumter|SC|CAE
045087|SCC087|Union|SC|GSP
045089|SCC089|Williamsburg|SC|ILM
045091|SCC091|York|SC|GSP
046003|SDC003|Aurora|SD|FSD
046005|SDC005|Beadle|SD|FSD
046007|SDC007|Bennett|SD|UNR
046009|SDC009|Bon Homme|SD|FSD
046011|SDC011|Brookings|SD|FSD
046013|SDC013|Brown|SD|ABR
046015|SDC015|Brule|SD|FSD
046017|SDC017|Buffalo|SD|ABR
046019|SDC019|Butte|SD|UNR
046021|SDC021|Campbell|SD|ABR
046023|SDC023|Charles Mix|SD|FSD
046025|SDC025|Clark|SD|ABR
046027|SDC027|Clay|SD|FSD
046029|SDC029|Codington|SD|ABR
046031|SDC031|Corson|SD|ABR
046033|SDC033|Custer|SD|UNR
046035|SDC035|Davison|SD|FSD
046037|SDC037|Day|SD|ABR
046039|SDC039|Deuel|SD|ABR
046041|SDC041|Dewey|SD|ABR
046043|SDC043|Douglas|SD|FSD
046045|SDC045|Edmunds|SD|ABR
046047|SDC047|Fall River|SD|UNR
046049|SDC049|Faulk|SD|ABR
046051|SDC051|Grant|SD|ABR
046053|SDC053|Gregory|SD|FSD
046055|SDC055|Haakon|SD|UNR
046057|SDC057|Hamlin|SD|ABR
046059|SDC059|Hand|SD|ABR
046061|SDC061|Hanson|SD|FSD
046063|SDC063|Harding|SD|UNR
046065|SDC065|Hughes|SD|ABR
046067|SDC067|Hutchinson|SD|FSD
046069|SDC069|Hyde|SD|ABR
046071|SDC071|Jackson|SD|UNR
046073|SDC073|Jerauld|SD|FSD
046075|SDC075|Jones|SD|ABR
046077|SDC077|Kingsbury|SD|FSD
046079|SDC079|Lake|SD|FSD
046081|SDC081|Lawrence|SD|UNR
046083|SDC083|Lincoln|SD|FSD
046085|SDC085|Lyman|SD|ABR
046087|SDC087|McCook|SD|FSD
046089|SDC089|McPherson|SD|ABR
046091|SDC091|Marshall|SD|ABR
046093|SDC093|Meade|SD|UNR
046095|SDC095|Mellette|SD|UNR
046097|SDC097|Miner|SD|FSD
046099|SDC099|Minnehaha|SD|FSD
046101|SDC101|Moody|SD|FSD
046102|SDC102|Oglala Lakota|SD|UNR
046103|SDC103|Pennington|SD|UNR
046105|SDC105|Perkins|SD|UNR
046107|SDC107|Potter|SD|ABR
046109|SDC109|Roberts|SD|ABR
046111|SDC111|Sanborn|SD|FSD
046115|SDC115|Spink|SD|ABR
046117|SDC117|Stanley|SD|ABR
046119|SDC119|Sully|SD|ABR
046121|SDC121|Todd|SD|UNR
046123|SDC123|Tripp|SD|UNR
046125|SDC125|Turner|SD|FSD
046127|SDC127|Union|SD|FSD
046129|SDC129|Walworth|SD|ABR
046135|SDC135|Yankton|SD|FSD
046137|SDC137|Ziebach|SD|UNR
047001|TNC001|Anderson|TN|MRX
047003|TNC003|Bedford|TN|OHX
047005|TNC005|Benton|TN|MEG
047007|TNC007|Bledsoe|TN|MRX
047009|TNC009|Blount|TN|MRX
047011|TNC011|Bradley|TN|MRX
047013|TNC013|Campbell|TN|MRX
047015|TNC015|Cannon|TN|OHX
047017|TNC017|Carroll|TN|MEG
047019|TNC019|Carter|TN|MRX
047021|TNC021|Cheatham|TN|OHX
047023|TNC023|Chester|TN|MEG
047025|TNC025|Claiborne|TN|MRX
047027|TNC027|Clay|TN|OHX
047029|TNC029|Cocke|TN|MRX
047031|TNC031|Coffee|TN|OHX
047033|TNC033|Crockett|TN|MEG
047035|TNC035|Cumberland|TN|OHX
047037|TNC037|Davidson|TN|OHX
047039|TNC039|Decatur|TN|MEG
047041|TNC041|De Kalb|TN|OHX
047043|TNC043|Dickson|TN|OHX
047045|TNC045|Dyer|TN|MEG
047047|TNC047|Fayette|TN|MEG
047049|TNC049|Fentress|TN|OHX
047051|TNC051|Franklin|TN|HUN
047053|TNC053|Gibson|TN|MEG
047055|TNC055|Giles|TN|OHX
047057|TNC057|Grainger|TN|MRX
047059|TNC059|Greene|TN|MRX
047061|TNC061|Grundy|TN|OHX
047063|TNC063|Hamblen|TN|MRX
047065|TNC065|Hamilton|TN|MRX
047067|TNC067|Hancock|TN|MRX
047069|TNC069|Hardeman|TN|MEG
047071|TNC071|Hardin|TN|MEG
047073|TNC073|Hawkins|TN|MRX
047075|TNC075|Haywood|TN|MEG
047077|TNC077|Henderson|TN|MEG
047079|TNC079|Henry|TN|MEG
047081|TNC081|Hickman|TN|OHX
047083|TNC083|Houston|TN|OHX
047085|TNC085|Humphreys|TN|OHX
047087|TNC087|Jackson|TN|OHX
047089|TNC089|Jefferson|TN|MRX
047091|TNC091|Johnson|TN|MRX
047093|TNC093|Knox|TN|MRX
047095|TNC095|Lake|TN|MEG
047097|TNC097|Lauderdale|TN|MEG
047099|TNC099|Lawrence|TN|OHX
047101|TNC101|Lewis|TN|OHX
047103|TNC103|Lincoln|TN|HUN
047105|TNC105|Loudon|TN|MRX
047107|TNC107|McMinn|TN|MRX
047109|TNC109|McNairy|TN|MEG
047111|TNC111|Macon|TN|OHX
047113|TNC113|Madison|TN|MEG
047115|TNC115|Marion|TN|MRX
047117|TNC117|Marshall|TN|OHX
047119|TNC119|Maury|TN|OHX
047121|TNC121|Meigs|TN|MRX
047123|TNC123|Monroe|TN|MRX
047125|TNC125|Montgomery|TN|OHX
047127|TNC127|Moore|TN|HUN
047129|TNC129|Morgan|TN|MRX
047131|TNC131|Obion|TN|MEG
047133|TNC133|Overton|TN|OHX
047135|TNC135|Perry|TN|OHX
047137|TNC137|Pickett|TN|OHX
047139|TNC139|Polk|TN|MRX
047141|TNC141|Putnam|TN|OHX
047143|TNC143|Rhea|TN|MRX
047145|TNC145|Roane|TN|MRX
047147|TNC147|Robertson|TN|OHX
047149|TNC149|Rutherford|TN|OHX
047151|TNC151|Scott|TN|MRX
047153|TNC153|Sequatchie|TN|MRX
047155|TNC155|Sevier|TN|MRX
047157|TNC157|Shelby|TN|MEG
047159|TNC159|Smith|TN|OHX
047161|TNC161|Stewart|TN|OHX
047163|TNC163|Sullivan|TN|MRX
047165|TNC165|Sumner|TN|OHX
047167|TNC167|Tipton|TN|MEG
047169|TNC169|Trousdale|TN|OHX
047171|TNC171|Unicoi|TN|MRX
047173|TNC173|Union|TN|MRX
047175|TNC175|Van Buren|TN|OHX
047177|TNC177|Warren|TN|OHX
047179|TNC179|Washington|TN|MRX
047181|TNC181|Wayne|TN|OHX
047183|TNC183|Weakley|TN|MEG
047185|TNC185|White|TN|OHX
047187|TNC187|Williamson|TN|OHX
047189|TNC189|Wilson|TN|OHX
048001|TXC001|Anderson|TX|FWD
048003|TXC003|Andrews|TX|MAF
048005|TXC005|Angelina|TX|SHV
048007|TXC007|Aransas|TX|CRP
048009|TXC009|Archer|TX|OUN
048011|TXC011|Armstrong|TX|AMA
048013|TXC013|Atascosa|TX|EWX
048015|TXC015|Austin|TX|HGX
048017|TXC017|Bailey|TX|LUB
048019|TXC019|Bandera|TX|EWX
048021|TXC021|Bastrop|TX|EWX
048023|TXC023|Baylor|TX|OUN
048025|TXC025|Bee|TX|CRP
048027|TXC027|Bell|TX|FWD
048029|TXC029|Bexar|TX|EWX
048031|TXC031|Blanco|TX|EWX
048033|TXC033|Borden|TX|MAF
048035|TXC035|Bosque|TX|FWD
048037|TXC037|Bowie|TX|SHV
048039|TXC039|Brazoria|TX|HGX
048041|TXC041|Brazos|TX|HGX
048043|TXC043|Brewster|TX|MAF
048045|TXC045|Briscoe|TX|LUB
048047|TXC047|Brooks|TX|BRO
048049|TXC049|Brown|TX|SJT
048051|TXC051|Burleson|TX|HGX
048053|TXC053|Burnet|TX|EWX
048055|TXC055|Caldwell|TX|EWX
048057|TXC057|Calhoun|TX|CRP
048059|TXC059|Callahan|TX|SJT
048061|TXC061|Cameron|TX|BRO
048063|TXC063|Camp|TX|SHV
048065|TXC065|Carson|TX|AMA
048067|TXC067|Cass|TX|SHV
048069|TXC069|Castro|TX|LUB
048071|TXC071|Chambers|TX|HGX
048073|TXC073|Cherokee|TX|SHV
048075|TXC075|Childress|TX|LUB
048077|TXC077|Clay|TX|OUN
048079|TXC079|Cochran|TX|LUB
048081|TXC081|Coke|TX|SJT
048083|TXC083|Coleman|TX|SJT
048085|TXC085|Collin|TX|FWD
048087|TXC087|Collingsworth|TX|AMA
048089|TXC089|Colorado|TX|HGX
048091|TXC091|Comal|TX|EWX
048093|TXC093|Comanche|TX|FWD
048095|TXC095|Concho|TX|SJT
048097|TXC097|Cooke|TX|FWD
048099|TXC099|Coryell|TX|FWD
048101|TXC101|Cottle|TX|LUB
048103|TXC103|Crane|TX|MAF
048105|TXC105|Crockett|TX|SJT
048107|TXC107|Crosby|TX|LUB
048109|TXC109|Culberson|TX|MAF
048111|TXC111|Dallam|TX|AMA
048113|TXC113|Dallas|TX|FWD
048115|TXC115|Dawson|TX|MAF
048117|TXC117|Deaf Smith|TX|AMA
048119|TXC119|Delta|TX|FWD
048121|TXC121|Denton|TX|FWD
048123|TXC123|DeWitt|TX|EWX
048125|TXC125|Dickens|TX|LUB
048127|TXC127|Dimmit|TX|EWX
048129|TXC129|Donley|TX|AMA
048131|TXC131|Duval|TX|CRP
048133|TXC133|Eastland|TX|FWD
048135|TXC135|Ector|TX|MAF
048137|TXC137|Edwards|TX|EWX
048139|TXC139|Ellis|TX|FWD
048141|TXC141|El Paso|TX|EPZ
048143|TXC143|Erath|TX|FWD
048145|TXC145|Falls|TX|FWD
048147|TXC147|Fannin|TX|FWD
048149|TXC149|Fayette|TX|EWX
048151|TXC151|Fisher|TX|SJT
048153|TXC153|Floyd|TX|LUB
048155|TXC155|Foard|TX|OUN
048157|TXC157|Fort Bend|TX|HGX
048159|TXC159|Franklin|TX|SHV
048161|TXC161|Freestone|TX|FWD
048163|TXC163|Frio|TX|EWX
048165|TXC165|Gaines|TX|MAF
048167|TXC167|Galveston|TX|HGX
048169|TXC169|Garza|TX|LUB
048171|TXC171|Gillespie|TX|EWX
048173|TXC173|Glasscock|TX|MAF
048175|TXC175|Goliad|TX|CRP
048177|TXC177|Gonzales|TX|EWX
048179|TXC179|Gray|TX|AMA
048181|TXC181|Grayson|TX|FWD
048183|TXC183|Gregg|TX|SHV
048185|TXC185|Grimes|TX|HGX
048187|TXC187|Guadalupe|TX|EWX
048189|TXC189|Hale|TX|LUB
048191|TXC191|Hall|TX|LUB
048193|TXC193|Hamilton|TX|FWD
048195|TXC195|Hansford|TX|AMA
048197|TXC197|Hardeman|TX|OUN
048199|TXC199|Hardin|TX|LCH
048201|TXC201|Harris|TX|HGX
048203|TXC203|Harrison|TX|SHV
048205|TXC205|Hartley|TX|AMA
048207|TXC207|Haskell|TX|SJT
048209|TXC209|Hays|TX|EWX
048211|TXC211|Hemphill|TX|AMA
048213|TXC213|Henderson|TX|FWD
048215|TXC215|Hidalgo|TX|BRO
048217|TXC217|Hill|TX|FWD
048219|TXC219|Hockley|TX|LUB
048221|TXC221|Hood|TX|FWD
048223|TXC223|Hopkins|TX|FWD
048225|TXC225|Houston|TX|HGX
048227|TXC227|Howard|TX|MAF
048229|TXC229|Hudspeth|TX|EPZ
048231|TXC231|Hunt|TX|FWD
048233|TXC233|Hutchinson|TX|AMA
048235|TXC235|Irion|TX|SJT
048237|TXC237|Jack|TX|FWD
048239|TXC239|Jackson|TX|HGX
048241|TXC241|Jasper|TX|LCH
048243|TXC243|Jeff Davis|TX|MAF
048245|TXC245|Jefferson|TX|LCH
048247|TXC247|Jim Hogg|TX|BRO
048249|TXC249|Jim Wells|TX|CRP
048251|TXC251|Johnson|TX|FWD
048253|TXC253|Jones|TX|SJT
048255|TXC255|Karnes|TX|EWX
048257|TXC257|Kaufman|TX|FWD
048259|TXC259|Kendall|TX|EWX
048261|TXC261|Kenedy|TX|BRO
048263|TXC263|Kent|TX|LUB
048265|TXC265|Kerr|TX|EWX
048267|TXC267|Kimble|TX|SJT
048269|TXC269|King|TX|LUB
048271|TXC271|Kinney|TX|EWX
048273|TXC273|Kleberg|TX|CRP
048275|TXC275|Knox|TX|OUN
048277|TXC277|Lamar|TX|FWD
048279|TXC279|Lamb|TX|LUB
048281|TXC281|Lampasas|TX|FWD
048283|TXC283|La Salle|TX|CRP
048285|TXC285|Lavaca|TX|EWX
048287|TXC287|Lee|TX|EWX
048289|TXC289|Leon|TX|FWD
048291|TXC291|Liberty|TX|HGX
048293|TXC293|Limestone|TX|FWD
048295|TXC295|Lipscomb|TX|AMA
048297|TXC297|Live Oak|TX|CRP
048299|TXC299|Llano|TX|EWX
048301|TXC301|Loving|TX|MAF
048303|TXC303|Lubbock|TX|LUB
048305|TXC305|Lynn|TX|LUB
048307|TXC307|McCulloch|TX|SJT
048309|TXC309|McLennan|TX|FWD
048311|TXC311|McMullen|TX|CRP
048313|TXC313|Madison|TX|HGX
048315|TXC315|Marion|TX|SHV
048317|TXC317|Martin|TX|MAF
048319|TXC319|Mason|TX|SJT
048321|TXC321|Matagorda|TX|HGX
048323|TXC323|Maverick|TX|EWX
048325|TXC325|Medina|TX|EWX
048327|TXC327|Menard|TX|SJT
048329|TXC329|Midland|TX|MAF
048331|TXC331|Milam|TX|FWD
048333|TXC333|Mills|TX|FWD
048335|TXC335|Mitchell|TX|MAF
048337|TXC337|Montague|TX|FWD
048339|TXC339|Montgomery|TX|HGX
048341|TXC341|Moore|TX|AMA
048343|TXC343|Morris|TX|SHV
048345|TXC345|Motley|TX|LUB
048347|TXC347|Nacogdoches|TX|SHV
048349|TXC349|Navarro|TX|FWD
048351|TXC351|Newton|TX|LCH
048353|TXC353|Nolan|TX|SJT
048355|TXC355|Nueces|TX|CRP
048357|TXC357|Ochiltree|TX|AMA
048359|TXC359|Oldham|TX|AMA
048361|TXC361|Orange|TX|LCH
048363|TXC363|Palo Pinto|TX|FWD
048365|TXC365|Panola|TX|SHV
048367|TXC367|Parker|TX|FWD
048369|TXC369|Parmer|TX|LUB
048371|TXC371|Pecos|TX|MAF
048373|TXC373|Polk|TX|HGX
048375|TXC375|Potter|TX|AMA
048377|TXC377|Presidio|TX|MAF
048379|TXC379|Rains|TX|FWD
048381|TXC381|Randall|TX|AMA
048383|TXC383|Reagan|TX|MAF
048385|TXC385|Real|TX|EWX
048387|TXC387|Red River|TX|SHV
048389|TXC389|Reeves|TX|MAF
048391|TXC391|Refugio|TX|CRP
048393|TXC393|Roberts|TX|AMA
048395|TXC395|Robertson|TX|FWD
048397|TXC397|Rockwall|TX|FWD
048399|TXC399|Runnels|TX|SJT
048401|TXC401|Rusk|TX|SHV
048403|TXC403|Sabine|TX|SHV
048405|TXC405|San Augustine|TX|SHV
048407|TXC407|San Jacinto|TX|HGX
048409|TXC409|San Patricio|TX|CRP
048411|TXC411|San Saba|TX|SJT
048413|TXC413|Schleicher|TX|SJT
048415|TXC415|Scurry|TX|MAF
048417|TXC417|Shackelford|TX|SJT
048419|TXC419|Shelby|TX|SHV
048421|TXC421|Sherman|TX|AMA
048423|TXC423|Smith|TX|SHV
048425|TXC425|Somervell|TX|FWD
048427|TXC427|Starr|TX|BRO
048429|TXC429|Stephens|TX|FWD
048431|TXC431|Sterling|TX|SJT
048433|TXC433|Stonewall|TX|LUB
048435|TXC435|Sutton|TX|SJT
048437|TXC437|Swisher|TX|LUB
048439|TXC439|Tarrant|TX|FWD
048441|TXC441|Taylor|TX|SJT
048443|TXC443|Terrell|TX|MAF
048445|TXC445|Terry|TX|LUB
048447|TXC447|Throckmorton|TX|SJT
048449|TXC449|Titus|TX|SHV
048451|TXC451|Tom Green|TX|SJT
048453|TXC453|Travis|TX|EWX
048455|TXC455|Trinity|TX|HGX
048457|TXC457|Tyler|TX|LCH
